workId,lang,decadePrint,decadeFirstPrint,decade,decadeOld,diff,characterId,cl,isGrp,cGrp,persName,roleDesc,sex,age,profession,normalizedProfession,modifier,professionalGroupMethal,professionalGroupNoVal,professionalGroup,profGrpSelected,profGrpCoarse,profGrpCoarser,role,title,socialClassOrig,socialClassAuto,socialClass,cfSoc,origin,raceOrEthnicity,accentDialect,relations,normalizedRelation,genre,comments
124,als,0,1880,1880,,0,3,1,0,,FRANZ,si Neveu,M,,,,,,,,,,,,,,#N/A,,0,,,,Neveu(1),nephew(1),,
124,als,0,1880,1880,,0,4,1,0,,EDI,im Jettele si Liebhawer,M,,,,,,,,,,,,,,#N/A,,0,,,,Liebhawer(2),lover(2),,
125,als,0,1880,1880,,0,1,1,0,,Herr SCHIMMEL,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
125,als,0,1880,1880,,0,2,1,0,,EMIL,si Suhn,M,,,,,,,,,,,,,,#N/A,,0,,,,Suhn(1),son(1),,
125,als,0,1880,1880,,0,3,1,0,,OSCAR,e Frind vom Emil,M,,,,,,,,,,,,,,#N/A,,0,,,,Frind(2),friend(2),,
125,als,0,1880,1880,,0,4,1,0,,"Madamme SCHIMMEL
",,F,,,,,,,,,,,,,,#N/A,,0,,,,Fraü(1),wife(1),,
125,als,0,1880,1880,,0,5,1,0,,"Jumpfer FASTE
",,F,,,,,,,,,,,,,,#N/A,,0,,,,,,,
126,als,0,1880,1880,,0,1,1,0,,"Jumpfer WACHTLE
",,F,,,,,,,,,,,,,,#N/A,,0,,,,,,,
126,als,0,1880,1880,,0,2,1,0,,"Herr BÜECHFINK
",,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
126,als,0,1880,1880,,0,3,1,0,,"Herr LERCH
",,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
127,als,0,1890,1890,,0,1,1,0,,WALTHER,Pàchter,M,,Pàchter,,,,,,,,,,,,#N/A,,0,,,,,,,
127,als,0,1890,1890,,0,2,1,0,,KÀTELE,si Tochter,F,,,,,,,,,,,,,,#N/A,,0,,,,Tochter(1),daughter(1),,
127,als,0,1890,1890,,0,3,1,0,,FRANZ,si Neveu (als Chineser),M,,,,,,,,,,,,,,#N/A,,0,,,,Neveu(1),nephew(1),,
127,als,0,1890,1890,,0,4,1,0,,SCHANG,dr Knecht,M,,Knecht,domestic helper,,elementary professions,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,LC,LC,1,,,,,,,
128,als,0,1890,1890,,0,1,1,0,,Madame FRISCH,e junge Wittfraü,F,,,,,,,,,,,,,,#N/A,,0,,,,,,,
128,als,0,1890,1890,,0,2,1,0,,Herr FLINK,ihre-n-Oncle,M,,,,,,,,,,,,,,#N/A,,0,,,,Oncle(1),uncle(1),,
128,als,0,1890,1890,,0,3,1,0,,Herr LEDIG,ihre Züekünftiger,M,,,,,,,,,,,,,,#N/A,,0,,,,Züekünftiger(1),,,
128,als,0,1890,1890,,0,4,1,0,,Herr KRACH,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
129,als,0,1890,1890,,0,1,1,0,,Herr FIRIG,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
129,als,0,1890,1890,,0,2,1,0,,Herr SCHLAÜ,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
129,als,0,1890,1890,,0,3,1,0,,Jumpfer HERZ,,F,,,,,,,,,,,,,,#N/A,,0,,,,,,,
130,als,0,1890,1890,,0,1,1,0,,Herr KALT,G'schàftsmann,M,,G'schàftsmann,businessman,,service and sales,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,LMC,LMC,1,,,,,,,
130,als,0,1890,1890,,0,2,1,0,,Herr GULD,Rentner,M,,rentner,pensioner,,rentiers,rentiers,rentiers,rentiers,rentiers,bourgeoisie,,,,UMC,UMC,1,,,,,,,
130,als,0,1890,1890,,0,3,1,0,,Herr HITZIG,Fechtmeister,M,,Fechtmeister,master of arms,,military,military,military,military,government & law enforcement,authority,,,,UMC,UMC,1,,,,,,,
130,als,0,1890,1890,,0,4,1,0,,FELIX,Neveu vom Herr Kalt,M,,,,,,,,,,,,,,#N/A,,0,,,,Neveu(1),nephew(1),,
130,als,0,1890,1890,,0,5,1,0,,FRÀNZELE,Tochter vom Herr Kalt,F,,,,,,,,,,,,,,#N/A,,0,,,,Tochter(1),daughter(1),,
131,als,0,1890,1890,,0,1,1,0,,Herr SOLO,Cumponist,M,,Cumponist,composer,,"professionals, scientific, technical",artists,artists,artists,artists,artists,,,,LMC,LMC,1,,,,,,,
131,als,0,1890,1890,,0,2,1,0,,BABETTE,si Hüshàltere,F,,Hüshàltere,housekeeper,,elementary professions,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,LC,LC,1,,,,Hüshàltere(1),domestic worker(1),,
131,als,0,1890,1890,,0,3,1,0,,Fraü RUMPEL,d'Hüsfraü,F,,Hüsfraü,housemaid,,elementary professions,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,LC,LC,1,,,,,,,
132,als,0,1890,1890,,0,1,1,0,,Herr DAMPF,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
132,als,0,1890,1890,,0,2,1,0,,Herr TÜRK,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
132,als,0,1890,1890,,0,3,1,0,,Herr ZITELPOST,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
132,als,0,1890,1890,,0,4,1,0,,Madame DAMPF,,F,,,,,,,,,,,,,,#N/A,,0,,,,,,,
132,als,0,1890,1890,,0,5,1,0,,Madame TÜRK,,F,,,,,,,,,,,,,,#N/A,,0,,,,,,,
132,als,0,1890,1890,,0,6,1,0,,Dr Portner vom Hotel,,M,,Portner,doorman,,elementary professions,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,LC,LC,1,,,,,,,
132,als,0,1890,1890,,0,7,1,0,,"Dr Portner vom Hüs
",,M,,Portner,doorman,,elementary professions,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,LC,LC,1,,,,,,,
132,als,0,1890,1890,,0,8,1,0,,"Ne junger Mensch
",,U,,,,,,,,,,,,,,#N/A,,0,,,,,,,
132,als,0,1890,1890,,0,9,1,0,,"Ne Kütschner
",,M,,Kütschner,coachman,,service and sales,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,LC,LC,1,,,,,,,
133,als,0,1890,1890,,0,1,1,0,,Seppi,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
133,als,0,1890,1890,,0,2,1,0,,Franz,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
133,als,0,1890,1890,,0,3,1,0,,ne Schutzmann,,M,,schutzmann,policeman,,government executive officials,police & security,police & security,police & security,government & law enforcement,authority,,,,LMC,LMC,1,,,,,,,
134,als,0,1890,1890,,0,4,1,0,,Edi,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
135,als,0,1890,1890,,0,1,1,0,,Ne Pierrot,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
135,als,0,1890,1890,,0,2,1,0,,ne Domino,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
135,als,0,1890,1890,,0,3,1,0,,ne Mehlgeist,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
137,als,0,1920,1920,,0,1,1,0,,Martin Scheid,"Bürger, erblindeter u. gichtkranker Greis",M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
137,als,0,1920,1920,,0,2,1,0,,Florence Scheid,abbé,M,,Abbé,abbot,,clergy,clergy,clergy,clergy,clergy,authority,,,,UMC,UMC,1,,,,,,,
137,als,0,1920,1920,,0,3,1,0,,Barthelmé Scheid,"capitaine des chevaliers, seine Söhne",M,,Capitaine des chevaliers,captain of the knights,,,,,,,,,,,UMC,UMC,1,,,,,,,
137,als,0,1920,1920,,0,4,1,0,,Mathis,alter Diener des M. Scheid,M,,Diener,domestic helper,,elementary professions,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,LC,LC,1,,,,,,,
137,als,0,1920,1920,,0,5,1,0,,Jörgl,dessen Enkel,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
137,als,0,1920,1920,,0,6,1,0,,Christophe,Gehilfe des Florence,M,,Gehilfe,domestic helper,,elementary professions,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,LC,LC,1,,,,,,,
137,als,0,1920,1920,,0,7,1,0,,Karstmichel,ein Bauer,M,,Bauer,farmer,,,,agriculture,agriculture,agriculture,agriculture,,,,LC,LC,1,,,,,,,
137,als,0,1920,1920,,0,8,1,0,,Mock,"Geselle des Barthelmé, adjutant au capitaine",M,,Adjutant au capitaine,captain's adjudant,,military,military,military,military,government & law enforcement,authority,,,,UMC,UMC,1,,,,,,,
138,als,0,1920,1920,,0,1,1,0,,Albert Braun ,e Kriejsblinder ,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
138,als,0,1920,1920,,0,2,1,0,2-3,Jeanne  ,sini Kinder,F,,,,,,,,,,,,,,#N/A,,0,,,,,,,
138,als,0,1920,1920,,0,3,1,0,,Charele ,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
138,als,0,1920,1920,,0,4,1,0,,d'Grand-mère oder Grand-père,,B,,,,,,,,,,,,,,#N/A,,0,,,,,,,
138,als,0,1920,1920,,0,5,1,0,,Henri Greiner ,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
138,als,0,1920,1920,,0,6,1,0,,Paul ,siner Chauffeur ,M,,Chauffeur,driver,,service and sales,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,LC,LC,1,,,,,,,
138,als,0,1920,1920,,0,7,1,0,,Hol,Hüssherr,M,,Hüssherr,landlord,,rentiers,rentiers,rentiers,rentiers,rentiers,bourgeoisie,,,,UMC,UMC,1,,,,,,,
139,als,1920,1900,1900,,20,1,1,0,,Monsieur le Maire,,M,,maire,mayor,,government executive officials,government officials,government officials,government officials,government & law enforcement,authority,,,,UMC,UMC,1,,,,,,,
139,als,1920,1900,1900,,20,2,1,0,,Dr. Freundlich,Homme de lettres,M,,Homme de lettres,scholar,,"professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,,,,UC,UC,1,,,,,,,
139,als,1920,1900,1900,,20,3,1,0,,Seppl,fils d'un riche paysan,M,,,farmer,,agriculture,agriculture,agriculture,agriculture,agriculture,agriculture,,,,LC,LC,1,,,,,,,
139,als,1920,1900,1900,,20,4,1,0,,Jerry,son ami,M,,,farmer,,agriculture,agriculture,agriculture,agriculture,agriculture,agriculture,,,,LC,LC,1,,,,ami(3),friend(3),,
139,als,1920,1900,1900,,20,5,1,0,,Pfeffer,fils d'un épicier de la ville,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
139,als,1920,1900,1900,,20,6,1,0,,Muller,(1) assesseur du Gouvernement,M,,assesseur du gouvernement,assessor,,government executive officials,government officials,government officials,government officials,government & law enforcement,authority,,,,UMC,UMC,1,,,,,,,
139,als,1920,1900,1900,,20,7,1,0,,L'instituteur,Membres du Conseil Municipal,M,,instituteur,teacher,,intermediate professionals,"professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,,,,UMC,UMC,1,,,,,,,
139,als,1920,1900,1900,,20,8,1,0,,Morte-Velte,Membres du Conseil Municipal,M,,,village councilor,,government executive officials,government officials,government officials,government officials,government & law enforcement,authority,,,,LMC,LMC,1,,,,,,,
139,als,1920,1900,1900,,20,9,1,0,,Schiere-Hans,Membres du Conseil Municipal,M,,,farmer|village councilor,,agriculture,agriculture,agriculture,agriculture,agriculture,agriculture,,,,LMC,LMC,1,,,,,,,
139,als,1920,1900,1900,,20,10,1,0,,Dirrebirels Dicker,Membres du Conseil Municipal,M,,,farmer|village councilor,,agriculture,agriculture,agriculture,agriculture,agriculture,agriculture,,,,LMC,LMC,1,,,,,,,
139,als,1920,1900,1900,,20,11,1,0,,Giltbur,Membres du Conseil Municipal,M,,,farmer|village councilor,,agriculture,agriculture,agriculture,agriculture,agriculture,agriculture,,,,LMC,LMC,1,,,,,,,
139,als,1920,1900,1900,,20,12,1,0,,Nejbierel,Membres du Conseil Municipal,M,,,village councilor,,government executive officials,government officials,government officials,government officials,government & law enforcement,authority,,,,LMC,LMC,1,,,,,,,
139,als,1920,1900,1900,,20,13,1,0,,Un vélocipédiste,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
139,als,1920,1900,1900,,20,14,1,0,,Doni,"jeune paysan, tenant le rôle d'un garçon de café",M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
139,als,1920,1900,1900,,20,15,1,0,,Un ivrogne,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
139,als,1920,1900,1900,,20,16,1,0,,Garde-Champêtre,,M,,garde-champêtre,ranger,,government executive officials,police & security,police & security,police & security,government & law enforcement,authority,,,,LMC,LMC,1,,,,,,,
139,als,1920,1900,1900,,20,17,1,0,,Facteur,,M,,facteur,mail carrier,,elementary professions,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,LC,LC,1,,,,,,,
139,als,1920,1900,1900,,20,18,1,0,,Propriétaire d'une boutique de la foire,,M,,Propriétaire d'une boutique de la foire,fairground stand owner,,service & sales,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,LMC,LMC,1,,,,,,,
139,als,1920,1900,1900,,20,19,1,0,,Marie,Filles de Monsieur le Maire,F,,,,,,,,,,,,,,#N/A,,0,,,,fille(1),daughter(1),,
139,als,1920,1900,1900,,20,20,1,0,,Marguerite,Filles de Monsieur le Maire,F,,,,,,,,,,,,,,#N/A,,0,,,,fille(1),daughter(1),,
139,als,1920,1900,1900,,20,21,1,0,,Une vélocipédiste,,F,,,,,,,,,,,,,,#N/A,,0,,,,,,,
139,als,1920,1900,1900,,20,22,1,0,,Françoise,vieille servante de M. le Maire,F,,servante,domestic helper,,elementary professions,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,LC,LC,1,,,,,,,
139,als,1920,1900,1900,,20,23,1,1,,"Paysans, jeunes paysans, jeunes paysannes",,U,,paysan,farmer,,agriculture,agriculture,agriculture,agriculture,agriculture,agriculture,,,,LC,LC,1,,,,,,,
145,als,1810,0,1810,,0,1,1,0,,Frau Pfarrere,,F,,,,,,,,,,,,,,#N/A,,0,,,,,,#REF!,
145,als,1810,0,1810,,0,2,1,0,,Klärel,Nichte der Frau Pfarrere,F,,,,,,,,,,,,,,#N/A,,0,,,,Nichte(1),niece(1),,
145,als,1810,0,1810,,0,3,1,0,,Lutherischer,Kandidat der Theologie,M,,Kandidat der Theologie,scholar,,,"professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,,,UC,UC,UC,0,,,,,,,Kandidat: kandidat nauk (deutsch: Kandidat der Wissenschaften) – entspricht deutschem Doktor (Wikipedia)
145,als,1810,0,1810,,0,4,1,0,,Lischen,katholische Magd,F,,katholische Magd,maid,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,LC,LC,LC,0,,Catholic,,,,,"Livland, veraltet auch Liefland, ist der Name einer historischen Landschaft im Baltikum (wikipedia)"
146,als,1820,0,1820,,0,1,1,0,,August von Rosenthal,ein Liefländischer Edelmann,M,,,,,,aristocrats,aristocrats,aristocrats,nobility,aristocracy,,,UC,#N/A,UC,0,Livland,,,,,,
146,als,1820,0,1820,,0,2,1,0,,Jakob,"sein Bedienter, ein Preusse",M,,Bedienter,domestic worker,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,LC,LC,LC,0,Preußen,,,Bedienter(1),domestic worker(1),,
146,als,1820,0,1820,,0,3,1,0,,Ein Wirth,,M,,Wirth,innkeeper,,,service and sales,service & sales,service & sales,commerce & services,bourgeoisie,,,LMC,LC,LMC,0,,,,,,,
146,als,1820,0,1820,,0,4,1,0,,Daniel,ein Kellner,M,,Kellner,waiter,,,service and sales,service & sales,service & sales,commerce & services,bourgeoisie,,,LC,LC,LC,0,,,,,,,
146,als,1820,0,1820,,0,5,1,0,,Fridericke,seine Schwester,F,,,,,,,,,,,,,,#N/A,,0,,,,Schwester(4),sister(4),,
146,als,1820,0,1820,,0,6,1,0,,Jungfrau Magdalena,"Aufseherin, aus dem deutschen Lothringen",F,,Aufseherin,guard,,,police & security,police & security,police & security,government & law enforcement,authority,,,LC,LMC,LC,0,Lothringen,,,,,,
146,als,1820,0,1820,,0,7,1,0,,Liesli,"Dienstmädchen, eine junge Schwäbin",F,,Dienstmädchen,maid,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,LC,LC,LC,0,Schwaben,,,,,,
146,als,1820,0,1820,,0,8,1,0,,Hanns-Dännel,"Aufwärter, ein Knabe von etwa 12 Jahren",M,12,Aufwärter,waiter,,,service and sales,service & sales,service & sales,commerce & services,bourgeoisie,,,LC,LC,LC,0,,,,,,,
146,als,1820,0,1820,,0,9,1,0,,Müller,Ein bemittelter Bürger,M,,,,,,,,,,,,,UMC,#N/A,UMC,0,,,,,,,
146,als,1820,0,1820,,0,10,1,0,,Herr Kolbenschlager,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
146,als,1820,0,1820,,0,11,1,0,,Frau Kolbenschlagerin,,F,,,,,,,,,,,,,,#N/A,,0,,,,,,,
146,als,1820,0,1820,,0,12,1,0,,Herr Litsch,ein alter Junggesell,M,old,,,,,,,,,,,,,#N/A,,0,,,,,,,
146,als,1820,0,1820,,0,13,1,0,,Frau Rammlerin,eine Wittwe,F,,,,,,,,,,,,,,#N/A,,0,,,,Wittwe(0),widow(0),,
146,als,1820,0,1820,,0,14,1,0,,Jungfer Rennerin,,F,,,,,,,,,,,,,,#N/A,,0,,,,,,,
146,als,1820,0,1820,,0,15,1,0,,Meydille (Maria Odilia),"Amme, eine elsässische Bäurin",F,,Amme|Bäurin,nanny|farmer,,,elementary professions|agriculture,elementary professions|agriculture,agriculture,agriculture,agriculture,,,LC,LC,LC,0,Elsass,,,,,,
146,als,1820,0,1820,,0,16,1,0,,Ein Polizeygard,,M,,Polizeygard,police officer,,,police & security,police & security,police & security,government & law enforcement,authority,,,LMC,UC,LMC,0,,,,,,,
147,als,1830,0,1830,,0,1,1,0,,Der Vater,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
147,als,1830,0,1830,,0,2,1,0,,Die Mutter,,F,,,,,,,,,,,,,,#N/A,,0,,,,,,,
147,als,1830,0,1830,,0,3,1,0,3-5,Firtz,ihre Kinder,M,,,,,,,,,,,,,,#N/A,,0,,,,"Kind(1,2)","child(1,2)",,
147,als,1830,0,1830,,0,4,1,0,,Philipp,,M,,,,,,,,,,,,,,#N/A,,0,,,,"Kind(1,2)","child(1,2)",,
147,als,1830,0,1830,,0,5,1,0,,Riekschen,,F,,,,,,,,,,,,,,#N/A,,0,,,,"Kind(1,2)","child(1,2)",,
147,als,1830,0,1830,,0,6,1,0,,Barbara,des Nachbars Magd,F,,Magd,maid,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,LC,LC,LC,0,,,,,,,
148,als,1840,0,1840,,0,1,1,0,,Frau Salway,,F,,,,,,,,,,,,,,#N/A,,0,,,,,,,
148,als,1840,0,1840,,0,2,1,0,,Herr Salway,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
148,als,1840,0,1840,,0,3,1,0,,Jungfer Käselkrutt,,F,,,,,,,,,,,,,,#N/A,,0,,,,,,,
148,als,1840,0,1840,,0,4,1,0,,Frau Lisbett,,F,,,,,,,,,,,,,,#N/A,,0,,,,,,,
148,als,1840,0,1840,,0,5,1,0,,Der Schmidt,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
148,als,1840,0,1840,,0,6,1,0,,D'Runkunkel,,F,,,,,,,,,,,,,,#N/A,,0,,,,,,,
148,als,1840,0,1840,,0,7,1,0,,D'Schlofere,,F,,,,,,,,,,,,,,#N/A,,0,,,,,,,
148,als,1840,0,1840,,0,8,1,0,,Der Bur,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
148,als,1840,0,1840,,0,9,1,0,,Der Hinket,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
148,als,1840,0,1840,,0,10,1,0,,Frau Wunderfitz,,F,,,,,,,,,,,,,,#N/A,,0,,,,,,,
148,als,1840,0,1840,,0,11,1,0,,Frau Finkebrust,,F,,,,,,,,,,,,,,#N/A,,0,,,,,,,
149,als,1860,0,1860,,0,1,1,0,,Monsieur Bonnàr,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
149,als,1860,0,1860,,0,2,1,0,,Hans,,M,,domestique,domestic worker,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,LC,LC,LC,0,,,,,,,
149,als,1860,0,1860,,0,3,1,0,,Gretele,,F,,domestique,domestic worker,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,LC,LC,LC,0,,,,fiancée(2),fiancée(2),,
151,als,1860,0,1860,,0,1,1,0,,Schtüählbäin,mari de Gertrude,M,,,,,,,,,,,,,,#N/A,,0,,,,mari(2),husband(2),,
151,als,1860,0,1860,,0,2,1,0,,Gertrude,femme de Schtüählbäin,F,,,,,,,,,,,,,,#N/A,,0,,,,femme(1),wife(1),,
151,als,1860,0,1860,,0,3,1,0,,Suzanne,leur fille,F,,,,,,,,,,,,,,#N/A,,0,,,,"fille(1,2)","daughter(1,2)",,
151,als,1860,0,1860,,0,4,1,0,,Marianne,amie et confidente de Suzanne,F,,,,,,,,,,,,,,#N/A,,0,,,,amie(3),friend(3),,
151,als,1860,0,1860,,0,5,1,0,5-7,Jacques,prétendus de Suzanne,M,,,,,,,,,,,,,,#N/A,,0,,,,prétendant(3),suitor(3),,
151,als,1860,0,1860,,0,6,1,0,,Natzi,,M,,,,,,,,,,,,,,#N/A,,0,,,,prétendant(3),suitor(3),,
151,als,1860,0,1860,,0,7,1,0,,Schambätis,,M,,,,,,,,,,,,,,#N/A,,0,,,,prétendant(3),suitor(3),,
151,als,1860,0,1860,,0,8,1,0,,Mey,la future femme de Natzi,F,,,,,,,,,,,,,,#N/A,,0,,,,fiancée(6),fiancée(6),,
151,als,1860,0,1860,,0,9,1,0,,Kätt,la future femme de Schambätis,F,,,,,,,,,,,,,,#N/A,,0,,,,fiancée(7),fiancée(7),,
151,als,1860,0,1860,,0,10,1,0,10-11,Gervasie,camarades des trois prétendants,M,,,,,,,,,,,,,,#N/A,,0,,,,"camarade(5,6,7)","friend(5,6,7)",,
151,als,1860,0,1860,,0,11,1,0,,Protasie,,M,,,,,,,,,,,,,,#N/A,,0,,,,"camarade(5,6,7)","friend(5,6,7)",,
151,als,1860,0,1860,,0,12,1,0,,Un garde national,,M,,garde national,national guard,,,police & security,police & security,police & security,government & law enforcement,authority,,,LC,LC,LC,0,,,,,,,
151,als,1860,0,1860,,0,13,1,0,,Un commissaire de police,,M,,commissaire de police,police commissioner,,,police & security,police & security,police & security,government & law enforcement,authority,,,UC,UC,UC,0,,,,,,,
151,als,1860,0,1860,,0,14,1,0,,Un docteur,,M,,docteur,medical doctor,,,"professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,,,UC,UMC,UC,0,,,,,,,
151,als,1860,0,1860,,0,15,1,0,,Un tambour,,M,,tambour,military musician,,,military,military,military,government & law enforcement,authority,,,LC,LC,LC,0,,,,,,,
151,als,1860,0,1860,,0,16,0,1,,Voisins et voisines,,B,,,,,,,,,,,,,,#N/A,,0,,,,,,,
153,als,1860,0,1860,,0,1,1,0,,Hansueli,der Grossvater,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
153,als,1860,0,1860,,0,2,1,0,,Hansjobbi,der Wirth,M,,Wirth,innkeeper,,,service and sales,service & sales,service & sales,commerce & services,bourgeoisie,,,LMC,LC,LMC,0,,,,,,,
153,als,1860,0,1860,,0,3,1,0,,Der Waibel,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
153,als,1860,0,1860,,0,4,1,0,,Seppi,Knecht und Aufwärter bei Hansjobbi,M,,Knecht|Aufwärter,valet|waiter,,,service and sales,service & sales,service & sales,commerce & services,bourgeoisie,,,LC,LC,LC,0,,,,Knecht(2),valet(2),,
153,als,1860,0,1860,,0,5,1,0,5-8,Franzsepp,Gaeste,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
153,als,1860,0,1860,,0,6,1,0,,Feri,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
153,als,1860,0,1860,,0,7,1,0,,Nazi,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
153,als,1860,0,1860,,0,8,1,0,,Toni,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
153,als,1860,0,1860,,0,9,1,0,,Resele,Hansjobbi's Tochter,F,,,,,,,,,,,,,LMC,#N/A,LMC,0,,,,Tochter(2),daughter(2),,
153,als,1860,0,1860,,0,10,1,0,10-12,Vrenele,Maegde in Hansjobbi's Dienste,F,,Magd,maid,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,LC,LC,LC,0,,,,Magd(2),maid(2),,
153,als,1860,0,1860,,0,11,1,0,,Trinele,,F,,Magd,maid,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,LC,LC,LC,0,,,,Magd(2),maid(2),,
153,als,1860,0,1860,,0,12,1,0,,Fraenzele,,F,,Magd,maid,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,LC,LC,LC,0,,,,Magd(2),maid(2),,
153,als,1860,0,1860,,0,13,1,0,,Phrasi,Feri's Base,F,,,,,,,,,,,,,,#N/A,,0,,,,Base(6),cousin(6),,
153,als,1860,0,1860,,0,14,1,0,,Franzseppi's Franzseppeli,,U,,,,,,,,,,,,,,#N/A,,0,,,,,,,
153,als,1860,0,1860,,0,15,0,1,,Gaeste,,U,,,,,,,,,,,,,,#N/A,,0,,,,,,,
153,als,1860,0,1860,,0,16,0,1,,Kilbenmusikanten,,U,,Kilbenmusikanten,musician,,,artists,artists,artists,artists,artists,,,LMC,LMC,LMC,0,,,,,,,Kilbe: Alsatian fair
154,als,1860,0,1860,,0,1,1,0,,Jerri,der alt Hirt,M,old,Hirt,shepherd,,,agriculture,agriculture,agriculture,agriculture,agriculture,,,LC,LC,LC,0,,,,,,,
154,als,1860,0,1860,,0,2,1,0,,Ursch,"e Nochbere, Wittfrau",F,,,,,,,,,,,,,,#N/A,,0,,,,"Nochbere(1), Wittfrau(0)","neighbour(1), widow(0)",,
